"file","riga","tipo","n_righe","codice","formula","collassato","proposta","contenuto"
"chapters/calcolo/_intro_sec_stan.qmd",1,"note",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Dove siamo nel percorso {.unnumbered .unlisted} Nella Parte *Svolta* abbiamo discusso il funzionamento dell'inferenza bayesiana con **metodi esatti** (famigl"
"chapters/calcolo/_intro_sec_stan.qmd",9,"tip",7,FALSE,FALSE,FALSE,"dare un titolo","## Cosa faremo in questa sezione {.unnumbered .unlisted} In questa sezione acquisirai gli strumenti concettuali e operativi necessari per stimare modelli bayesi"
"chapters/calcolo/_intro_sec_stan.qmd",21,"important",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Collegamenti con il manuale {.unnumbered .unlisted} Questa sezione sviluppa operativamente due temi del manuale: il **campionamento MCMC**, introdotto attrav"
"chapters/calcolo/06_bayesian_workflow.qmd",102,"important",4,FALSE,FALSE,FALSE,"dare un titolo","### Due diagnosi da non confondere - **Diagnostica del campionamento:** valuta se l'algoritmo ha approssimato adeguatamente la posterior specificata. - **Diagno"
"chapters/causalita/_intro_sec_causality.qmd",1,"note",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Dove siamo nel percorso {.unnumbered .unlisted} Nella Parte **Modelli** abbiamo imparato a costruire, stimare, controllare e rivedere modelli di regressione."
"chapters/causalita/_intro_sec_causality.qmd",9,"tip",7,FALSE,FALSE,FALSE,"dare un titolo","## Cosa faremo in questa Parte {.unnumbered .unlisted} - **Useremo il bias da variabile omessa come ponte verso la causalità.** Una formula chiusa mostrerà quan"
"chapters/causalita/_intro_sec_causality.qmd",25,"important",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Dal bias all'identificazione {.unnumbered .unlisted} Il primo capitolo svolge una funzione di cerniera. La formula del bias da variabile omessa indica quanto"
"chapters/causalita/_intro_sec_causality.qmd",33,"warning",16,FALSE,TRUE,FALSE,"dare un titolo","## Il modello statistico non identifica da solo l'effetto {.unnumbered .unlisted} L'inferenza bayesiana rappresenta l'incertezza sui parametri e sulle prevision"
"chapters/causalita/_intro_sec_causality.qmd",55,"important",5,FALSE,FALSE,FALSE,"dare un titolo","## Collegamenti con il manuale {.unnumbered .unlisted} Questa Parte sviluppa operativamente i temi introdotti nel manuale nella discussione sui limiti della reg"
"chapters/crisi/_intro_sec_crisis.qmd",1,"note",4,FALSE,FALSE,FALSE,"dare un titolo","## Dove comincia il percorso {.unnumbered .unlisted} Il Companion si apre con la crisi della replicabilità perché, prima di introdurre nuovi metodi, occorre com"
"chapters/crisi/_intro_sec_crisis.qmd",11,"tip",8,FALSE,FALSE,FALSE,"dare un titolo","## Cosa faremo in questa Parte {.unnumbered .unlisted} In questa Parte imparerai a: - **ricostruire** alcuni passaggi decisivi della crisi, dall'allarme di Ioan"
"chapters/crisi/_intro_sec_crisis.qmd",24,"important",4,FALSE,FALSE,FALSE,"dare un titolo","## La domanda che apre il Companion {.unnumbered .unlisted} Come possiamo costruire conclusioni che non siano soltanto statisticamente ottenibili, ma anche scie"
"chapters/crisi/01_crisis.qmd",25,"note",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Domanda guida Come può una disciplina composta in larga parte da ricercatori competenti e in buona fede produrre una letteratura più stabile, precisa e gener"
"chapters/crisi/01_crisis.qmd",208,"important",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Che cosa mostra la simulazione La figura non dimostra che il valore-$p$ sia sempre inutile. Mostra che il suo significato dipende dal disegno e dalla regola "
"chapters/crisi/01_crisis.qmd",261,"note",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Suggerimento Distingui l'intenzione individuale dal modo in cui il processo rende visibili o invisibili le decisioni."
"chapters/crisi/01_crisis.qmd",267,"tip",6,FALSE,FALSE,TRUE,"dare un titolo","## Soluzione commentata 1. **Errore ordinario.** Può avere conseguenze importanti anche senza intenzione. 2. **Comunicazione selettiva**, probabilmente precedut"
"chapters/crisi/01_crisis.qmd",286,"note",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Suggerimento Il problema non è il semplice fatto di osservare i dati in sequenza. È usare una procedura calibrata per un solo test come se non fossero avvenu"
"chapters/crisi/01_crisis.qmd",292,"tip",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Soluzione commentata Il ricercatore B ha maggiore probabilità di riportare un falso positivo. Ogni controllo crea una nuova occasione per attraversare la sog"
"chapters/crisi/01_crisis.qmd",310,"note",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Suggerimento Ogni riforma interviene su un punto specifico del processo. Evita risposte del tipo “la scienza aperta risolve tutto”."
"chapters/crisi/01_crisis.qmd",316,"tip",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Soluzione commentata Esempio: i *Registered Reports* riducono il bias di pubblicazione perché la decisione editoriale principale avviene prima di conoscere i"
"chapters/crisi/01_crisis.qmd",328,"note",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Suggerimento Separa rappresentazione dell'incertezza, qualità del disegno, adeguatezza del modello, causalità, spiegazione e trasparenza."
"chapters/crisi/01_crisis.qmd",334,"tip",2,FALSE,FALSE,TRUE,"valuta se riportarlo a testo","## Soluzione commentata L'affermazione identifica correttamente due miglioramenti possibili, ma attribuisce loro conseguenze eccessive. Un'analisi bayesiana può"
"chapters/crisi/01_crisis.qmd",342,"note",6,FALSE,FALSE,FALSE,"dare un titolo","## Risorse consigliate - @pennington2023student — Testo di riferimento adottato per il capitolo. - @open2015estimating — Rapporto del *Reproducibility Project*."
"chapters/diagnosi/_intro_sec_limits.qmd",1,"note",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Dove siamo nel percorso {.unnumbered .unlisted} La Parte **Crisi** ha ricostruito come la psicologia sia arrivata a mettere in discussione la stabilità di mo"
"chapters/diagnosi/_intro_sec_limits.qmd",9,"tip",7,FALSE,FALSE,FALSE,"dare un titolo","## Cosa faremo in questa Parte {.unnumbered .unlisted} La Parte segue cinque passaggi. 1. Nel capitolo sui **limiti dell'inferenza frequentista** vedremo come m"
"chapters/diagnosi/_intro_sec_limits.qmd",25,"important",7,FALSE,FALSE,FALSE,"dare un titolo","## Quattro fonti di fragilità {.unnumbered .unlisted} I capitoli distinguono quattro problemi che vengono spesso confusi: - **variabilità campionaria:** nuovi c"
"chapters/modelli/_intro_sec_regression.qmd",1,"note",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Dove siamo nel percorso {.unnumbered .unlisted} La Parte **Calcolo** ha mostrato come ottenere e controllare campioni dalla distribuzione a posteriori median"
"chapters/modelli/_intro_sec_regression.qmd",9,"tip",10,FALSE,FALSE,FALSE,"dare un titolo","## Cosa faremo in questa Parte {.unnumbered .unlisted} Questa parte introduce il modello lineare come primo laboratorio completo di modellazione bayesiana. Impa"
"chapters/modelli/_intro_sec_regression.qmd",24,"important",6,FALSE,FALSE,FALSE,"dare un titolo","## La progressione dei capitoli {.unnumbered .unlisted} Il percorso procede in quattro passaggi. 1. **Comprendere la struttura generativa.** Il modello lineare "
"chapters/modelli/_intro_sec_regression.qmd",35,"important",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Collegamenti con il manuale {.unnumbered .unlisted} Questa Parte sviluppa operativamente i temi del manuale dedicati alla regressione lineare bayesiana, all'"
"chapters/svolta/_intro_sec_bayesian.qmd",1,"note",4,FALSE,FALSE,FALSE,"dare un titolo","## Dove siamo nel percorso {.unnumbered .unlisted} La Parte **Diagnosi** ha mostrato perché soglie di significatività, risultati selezionati, campioni poco info"
"chapters/svolta/_intro_sec_bayesian.qmd",11,"tip",13,FALSE,FALSE,FALSE,"dare un titolo","## Il percorso della Parte {.unnumbered .unlisted} Gli otto capitoli seguono una progressione in tre momenti. ### 1. Fondamenti e aggiornamento - Nei **fondamen"
"chapters/svolta/_intro_sec_bayesian.qmd",34,"important",7,FALSE,FALSE,FALSE,"dare un titolo","## Quattro distinzioni da conservare {.unnumbered .unlisted} Durante la Parte manterremo separate quattro idee: 1. **coerenza e verità:** credenze probabilistic"
"chapters/valutazione/_intro_sec_entropy.qmd",3,"note",4,FALSE,FALSE,FALSE,"dare un titolo","## Dove siamo nel percorso {.unnumbered .unlisted} Nelle Parti precedenti abbiamo costruito modelli probabilistici, formulato ipotesi causali e processuali, rap"
"chapters/valutazione/_intro_sec_entropy.qmd",84,"caution",9,FALSE,FALSE,FALSE,"dare un titolo","## Una valutazione è sempre relativa {.unnumbered .unlisted} Ogni risultato predittivo è relativo almeno a: - un insieme di modelli candidati; - una distribuzio"
"chapters/valutazione/_intro_sec_entropy.qmd",109,"note",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Idea guida {.unnumbered .unlisted} Un modello viene valutato non soltanto chiedendo quanto bene descriva ciò che ha già visto, ma specificando quali probabil"
"chapters/valutazione/conclusions_sec_entropy.qmd",110,"note",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Messaggio conclusivo {.unnumbered .unlisted} La valutazione predittiva non incorona il modello vero. Costringe il modello a dichiarare quali probabilità asse"
"chapters/visione/_intro_sec_epilogue.qmd",1,"note",4,FALSE,FALSE,FALSE,"dare un titolo","## Dove siamo arrivati {.unnumbered .unlisted} Questa Parte conclusiva non introduce una nuova famiglia di modelli. Torna invece sull'intero percorso del Compan"
"chapters/visione/_intro_sec_epilogue.qmd",11,"tip",6,FALSE,FALSE,FALSE,"dare un titolo","## La domanda guida della Parte {.unnumbered .unlisted} Che cosa significa fare ricerca psicologica in modo affidabile, responsabile e cumulativo dopo avere ric"
"chapters/visione/_intro_sec_epilogue.qmd",34,"important",3,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Il punto di arrivo {.unnumbered .unlisted} Una buona inferenza non consiste nell'ottenere il numero corretto da una procedura corretta. Consiste nel costruir"
"index.qmd",197,"note",2,FALSE,FALSE,FALSE,"valuta se riportarlo a testo","## Licenza e contributi I materiali sono distribuiti con licenza [CC BY-NC-ND 4.0](https://creativecommons.org/licenses/by-nc-nd/4.0/deed.it). Per correzioni o "
